id,title,year,month,day,hour,minute,url,link
8952,专家：安倍访珍珠港既示威又示弱 向特朗普汇报--国际--人民网,2016,12,9,10,23,http://world.people.com.cn/n1/2016/1209/c1002-28937931.html,7
8953,印尼发布通告严禁危害国家安全的抗议示威活动--国际--人民网,2016,11,23,10,21,http://world.people.com.cn/n1/2016/1123/c1002-28890079.html,7
8954,韩国民众凌晨示威与警方发生冲突 23人被捕60人伤--国际--人民网,2016,11,13,12,1,http://world.people.com.cn/n1/2016/1113/c1002-28856447.html,1
8955,纽约示威者阻断大桥交通呼吁移民权利 10人被捕--国际--人民网,2016,10,27,9,25,http://world.people.com.cn/n1/2016/1027/c1002-28812623.html,2
8956,“自拍文化”推波助澜 英国1/4年轻女性患“心病”--国际--人民网,2016,9,30,9,14,http://world.people.com.cn/n1/2016/0930/c1002-28752822.html,0
8957,委内瑞拉议会宣布马杜罗“放弃职务” 最高法院：无效--国际--人民网,2017,1,11,13,25,http://world.people.com.cn/n1/2017/0111/c1002-29015470.html,8
8958,英首相特雷莎·梅警告国会勿阻挠英国脱欧进程--国际--人民网,2016,11,7,8,35,http://world.people.com.cn/n1/2016/1107/c1002-28839755.html,6
8959,英国最高法院裁定：政府是否启动退欧程序需经议会表决--国际--人民网,2016,11,3,20,4,http://world.people.com.cn/n1/2016/1103/c1002-28833206.html,7
8960,第三次中美打击网络犯罪及相关事项高级别联合对话联合成果清单--国际--人民网,2016,12,9,12,39,http://world.people.com.cn/n1/2016/1209/c1002-28938176.html,6
8961,中德举行第十四次人权对话--国际--人民网,2016,11,10,4,33,http://world.people.com.cn/n1/2016/1110/c1002-28848972.html,2
8962,特检组“连环问询” 李在镕8天内连受4次问询--国际--人民网,2017,2,27,16,48,http://world.people.com.cn/n1/2017/0227/c1002-29111020.html,2
8963,韩宪法所加速审朴槿惠案 称社会已混乱不能再拖--国际--人民网,2017,2,18,10,11,http://world.people.com.cn/n1/2017/0218/c1002-29090647.html,8
8964,韩国“挺朴”与“倒朴”人马同天举行大规模示威--国际--人民网,2017,2,12,15,14,http://world.people.com.cn/n1/2017/0212/c1002-29075061.html,7
8965,韩宪法法院暗示总统弹劾案审判或3月初出结果--国际--人民网,2017,2,10,11,26,http://world.people.com.cn/n1/2017/0210/c1002-29072553.html,4
8966,多国赌场为特朗普提前下台或被弹劾开出赔率--国际--人民网,2017,2,15,15,2,http://world.people.com.cn/n1/2017/0215/c1002-29083263.html,5
8967,韩执政党分裂，政坛“四党割据”--国际--人民网,2016,12,23,8,20,http://world.people.com.cn/n1/2016/1223/c1002-28971188.html,3
8968,韩媒：韩国宪法法院任命朴槿惠弹劾案预审法官--国际--人民网,2016,12,15,8,51,http://world.people.com.cn/n1/2016/1215/c1002-28951563.html,4
8969,朴槿惠最后庭审陈述否认崔顺实干预国政--国际--人民网,2017,2,27,16,7,http://world.people.com.cn/n1/2017/0227/c1002-29110847.html,4
8970,韩进行总统弹劾案第16次庭审辩论 将敲定终审日期--国际--人民网,2017,2,22,10,43,http://world.people.com.cn/n1/2017/0222/c1002-29099724.html,6
8971,韩“亲信门”进展：前青瓦台首席秘书受法院审查--国际--人民网,2017,2,22,8,31,http://world.people.com.cn/n1/2017/0222/c1002-29098863.html,6
8972,韩宪法法院驳回朴槿惠方延迟辩论申请--国际--人民网,2017,2,21,8,20,http://world.people.com.cn/n1/2017/0221/c1002-29095366.html,7
8973,韩光州市民将再次集会 要求尽快裁决弹劾总统案--国际--人民网,2017,2,15,16,11,http://world.people.com.cn/n1/2017/0215/c1002-29083442.html,8
8974,韩国民众举行周末烛光集会 要求朴槿惠立即辞职--国际--人民网,2017,2,5,2,18,http://world.people.com.cn/n1/2017/0205/c1002-29058729.html,6
8975,再遭法院驳回 韩亲信门独检组搜查总统府或告吹--国际--人民网,2017,2,23,16,54,http://world.people.com.cn/n1/2017/0223/c1002-29103596.html,7
8976,韩青瓦台：如协调顺利总统或本周受独检组讯问--国际--人民网,2017,2,14,14,24,http://world.people.com.cn/n1/2017/0214/c1002-29080291.html,5
8977,韩特检组掌握青瓦台新物证 再次申请搜查总统府--国际--人民网,2017,2,6,12,45,http://world.people.com.cn/n1/2017/0206/c1002-29061220.html,4
8978,韩媒：三星陷亲信门喊冤 朴槿惠涉贿立案或读秒--国际--人民网,2017,1,16,19,38,http://world.people.com.cn/n1/2017/0116/c1002-29027396.html,3
8979,韩亲信门进展：高英泰出庭 否认与崔顺实相关传闻--国际--人民网,2017,2,7,10,10,http://world.people.com.cn/n1/2017/0207/c1002-29063455.html,4
8980,韩国启动总统弹劾案审理程序--国际--人民网,2017,1,4,5,25,http://world.people.com.cn/n1/2017/0104/c1002-28996438.html,4
8981,韩国“亲信干政”特检组强调依法搜查青瓦台--国际--人民网,2017,2,3,4,25,http://world.people.com.cn/n1/2017/0203/c1002-29054876.html,5
8982,李在镕接受15小时高强度调查 韩国财阀再次绷紧神经--国际--人民网,2017,2,14,10,4,http://world.people.com.cn/n1/2017/0214/c1002-29079815.html,6
8983,卡斯特罗去世 革命理想永存--国际--人民网,2016,11,26,21,26,http://world.people.com.cn/n1/2016/1126/c1002-28898093.html,4
8984,古巴革命领袖菲德尔·卡斯特罗逝世--国际--人民网,2016,11,26,17,11,http://world.people.com.cn/n1/2016/1126/c1002-28897967.html,5
8985,解除对古巴封锁 美国为何投弃权票--国际--人民网,2016,10,27,21,17,http://world.people.com.cn/n1/2016/1027/c1002-28814300.html,5
8986,【盘点】哪几位中国领导人曾经访问古巴?--国际--人民网,2016,9,27,8,18,http://world.people.com.cn/n1/2016/0927/c1002-28742639.html,2
8987,卡斯特罗九旬庆生 撰文批评奥巴马--国际--人民网,2016,8,15,9,58,http://world.people.com.cn/n1/2016/0815/c1002-28636714.html,0
8988,委内瑞拉最高法院决定年度预算无需经议会批准--国际--人民网,2016,10,13,11,47,http://world.people.com.cn/n1/2016/1013/c1002-28776198.html,4
8989,意年轻人纷纷移民 反对党指责政府未创造足够就业机会--国际--人民网,2016,10,8,15,30,http://world.people.com.cn/n1/2016/1008/c1002-28760533.html,2
8990,委内瑞拉与哥伦比亚重新开放边界--国际--人民网,2016,8,14,16,6,http://world.people.com.cn/n1/2016/0814/c1002-28634813.html,1
8991,“七十七国集团和中国”将加强与不结盟运动合作--国际--人民网,2016,9,18,15,21,http://world.people.com.cn/n1/2016/0918/c1002-28721666.html,7
8992,观察：国际政要对G20领导人杭州峰会有何期待？--国际--人民网,2016,9,1,8,50,http://world.people.com.cn/n1/2016/0901/c1002-28682583.html,8
8993,瑞典银行数字化全球领先--国际--人民网,2017,1,10,20,34,http://world.people.com.cn/n1/2017/0110/c1002-29013405.html,8
8994,委内瑞拉朝野“降低调门”开启对话探索阶段--国际--人民网,2016,11,2,8,55,http://world.people.com.cn/n1/2016/1102/c1002-28827697.html,8
8995,王毅谈叙利亚局势：在一团乱麻中寻找新出路--国际--人民网,2016,10,31,21,37,http://world.people.com.cn/n1/2016/1031/c1002-28822724.html,6
8996,泰国准备新宪法公投 猕猴搞破坏撕毁选民名单--国际--人民网,2016,7,27,14,24,http://world.people.com.cn/n1/2016/0727/c1002-28589653.html,1
8997,三分钟读懂南非中期选举：将产生9301名地方议员--国际--人民网,2016,8,3,7,44,http://world.people.com.cn/n1/2016/0803/c1002-28605931.html,2
8998,英国：二次脱欧公投请愿被否决--国际--人民网,2016,7,10,6,59,http://world.people.com.cn/n1/2016/0710/c1002-28540551.html,0
8999,联大决议再次敦促美国终止对古巴制裁--国际--人民网,2016,10,28,4,0,http://world.people.com.cn/n1/2016/1028/c1002-28814364.html,6
9000,中国代表呼吁美国和古巴继续推进关系正常化进程--国际--人民网,2016,10,27,10,23,http://world.people.com.cn/n1/2016/1027/c1002-28813008.html,7
9001,马凯与欧方共同主持第六次中欧经贸高层对话--国际--人民网,2016,10,20,8,23,http://world.people.com.cn/n1/2016/1020/c1002-28792976.html,5
9002,习近平会见意大利总理伦齐--国际--人民网,2016,11,17,13,56,http://world.people.com.cn/n1/2016/1117/c1002-28876274.html,3
9003,李克强与俄罗斯总理梅德韦杰夫共同会见记者--国际--人民网,2016,11,9,12,59,http://world.people.com.cn/n1/2016/1109/c1002-28847836.html,3
9004,惊悚！委内瑞拉男子整容成真人版“红骷髅”（组图）--国际--人民网,2016,12,9,12,29,http://world.people.com.cn/n1/2016/1209/c1002-28938170.html,2
9005,印度总理莫迪谈“废钞令”：今后不再有长队--国际--人民网,2016,12,5,8,36,http://world.people.com.cn/n1/2016/1205/c1002-28924693.html,7
9006,印度总理废掉大钞反腐败 民众连夜排队换钱--国际--人民网,2016,11,10,8,15,http://world.people.com.cn/n1/2016/1110/c1002-28849365.html,1
9007,保加利亚水库藏巨额欧元假钞 总面值超1300万--国际--人民网,2016,11,4,8,19,http://world.people.com.cn/n1/2016/1104/c1002-28834287.html,1
9008,瑞典央行：旧版纸币需及时兑换--国际--人民网,2016,7,29,22,9,http://world.people.com.cn/n1/2016/0729/c1002-28596560.html,7
9009,俄内务部反贪局长遭查 家中搜出逾一亿美元现金--国际--人民网,2016,9,10,10,29,http://world.people.com.cn/n1/2016/0910/c1002-28705985.html,0
9010,日本一男子携1亿日元假币在台湾机场被扣--国际--人民网,2016,7,22,10,18,http://world.people.com.cn/n1/2016/0722/c1002-28577018.html,0
9011,杜特尔特邀中国海军舰队访菲 称要亲自登解放军舰船--国际--人民网,2017,3,25,9,41,http://world.people.com.cn/n1/2017/0325/c1002-29168467.html,4
9012,美日太平洋成功试射联合研发的拦截导弹--国际--人民网,2017,2,6,10,51,http://world.people.com.cn/n1/2017/0206/c1002-29061093.html,6
9013,专家：中国航母发展后劲看好 有望拥有3个航母编队--国际--人民网,2017,1,6,8,52,http://world.people.com.cn/n1/2017/0106/c1002-29003493.html,3
9014,俄航母舰载机在地中海海域附近坠毁 飞行员生还--国际--人民网,2016,11,16,10,5,http://world.people.com.cn/n1/2016/1116/c1002-28872388.html,7
9015,韩美“关键决心”军演今启幕 半岛局势挑战不断--国际--人民网,2017,3,13,10,41,http://world.people.com.cn/n1/2017/0313/c1002-29141891.html,4
9016,韩美联合军演“关键决断”今启动 美国派最先进武器--国际--人民网,2017,3,13,9,47,http://world.people.com.cn/n1/2017/0313/c1002-29141579.html,7
9017,“鹞鹰”联合军演创纪录 美韩展示何种“决心”？--国际--人民网,2017,3,2,8,24,http://world.people.com.cn/n1/2017/0302/c1002-29117812.html,4
9018,北约在英国举行年度军演 多国参演展示联盟实力--国际--人民网,2016,10,11,10,30,http://world.people.com.cn/n1/2016/1011/c1002-28768931.html,1
9019,外交部:中国境内不存在所谓“反‘萨德’运动”和“暴力运动”--国际--人民网,2017,3,3,18,14,http://world.people.com.cn/n1/2017/0303/c1002-29122317.html,7
9020,法内政部长：法挫败一起针对巴黎恐袭图谋--国际--人民网,2016,11,22,8,22,http://world.people.com.cn/n1/2016/1122/c1002-28885942.html,4
9021,俄联邦安全局逮捕５名恐怖嫌疑人--国际--人民网,2016,11,16,8,52,http://world.people.com.cn/n1/2016/1116/c1002-28871908.html,3
9022,沙特挫败针对世界杯预选赛的恐袭阴谋--国际--人民网,2016,11,1,4,53,http://world.people.com.cn/n1/2016/1101/c1002-28823110.html,2
9023,布基纳法索挫败由前总统孔波雷卫队策划的政变图谋--国际--人民网,2016,10,22,9,26,http://world.people.com.cn/n1/2016/1022/c1002-28799027.html,2
9024,土耳其挫败“伊斯兰国”极端分子恐袭图谋--国际--人民网,2016,10,21,8,4,http://world.people.com.cn/n1/2016/1021/c1002-28795766.html,1
9025,朝鲜谴责美韩联合军演逾越底线--国际--人民网,2016,9,2,18,12,http://world.people.com.cn/n1/2016/0902/c1002-28687914.html,3
9026,制裁美国！朝鲜关闭与美外交接触渠道--国际--人民网,2016,7,12,13,46,http://world.people.com.cn/n1/2016/0712/c1002-28547609.html,0
9027,日本成功发射一艘“鹳”号货运飞船--国际--人民网,2016,12,10,9,57,http://world.people.com.cn/n1/2016/1210/c1002-28939331.html,3
9028,涉足开发火箭领域 日本民企或将掀起航天产业热--国际--人民网,2016,12,2,11,14,http://world.people.com.cn/n1/2016/1202/c1002-28920786.html,7
9029,俄媒体盛赞神舟十一号返航和中国航天成就--国际--人民网,2016,11,18,21,28,http://world.people.com.cn/n1/2016/1118/c1002-28880484.html,2
9030,外媒：日美公布联合试射海上反导系统成功--国际--人民网,2017,2,9,10,41,http://world.people.com.cn/n1/2017/0209/c1002-29068972.html,4
9031,登陆火星、探索深空等将是美航天局今年主要任务--国际--人民网,2017,1,3,13,43,http://world.people.com.cn/n1/2017/0103/c1002-28995347.html,4
9032,俄媒：俄航天局正研发太空清洁工清理太空垃圾--国际--人民网,2016,12,26,13,58,http://world.people.com.cn/n1/2016/1226/c1002-28977489.html,0
9033,美国商业载人飞船首飞推迟至２０１８年--国际--人民网,2016,12,14,14,20,http://world.people.com.cn/n1/2016/1214/c1002-28949614.html,2
9034,全球掀起量子技术“研究热”--国际--人民网,2016,12,13,3,48,http://world.people.com.cn/n1/2016/1213/c1002-28943823.html,3
9035,美航天局将于2018年在深空演示X射线通信技术--国际--人民网,2016,12,8,20,55,http://world.people.com.cn/n1/2016/1208/c1002-28935900.html,0
9036,大块头有大力气：全球有哪些“大火箭“--国际--人民网,2016,11,4,13,59,http://world.people.com.cn/n1/2016/1104/c1002-28835957.html,3
9037,日本成功发射“向日葵９号”气象卫星--国际--人民网,2016,11,2,19,28,http://world.people.com.cn/n1/2016/1102/c1002-28829730.html,2
9038,美太空企业欲到2020年实现大型火箭飞行--国际--人民网,2016,9,13,14,42,http://world.people.com.cn/n1/2016/0913/c1002-28713232.html,0
9039,肯尼迪发射中心发射台爆炸 猎鹰-9火箭曾在此发射--国际--人民网,2016,9,1,23,12,http://world.people.com.cn/n1/2016/0901/c1002-28684889.html,1
9040,美专家：长征五号是中国火箭家族最重大进展--国际--人民网,2016,11,4,12,31,http://world.people.com.cn/n1/2016/1104/c1002-28835804.html,4
9041,美火箭在测试时发生爆炸 商业航天再遭挫折--国际--人民网,2016,9,2,7,13,http://world.people.com.cn/n1/2016/0902/c1002-28685018.html,2
9042,安倍晋三将访问夏威夷珍珠港并会晤奥巴马--国际--人民网,2016,12,6,8,10,http://world.people.com.cn/n1/2016/1206/c1002-28927171.html,1
9043,日美将首次在珍珠港联合举行追悼仪式--国际--人民网,2016,11,30,13,17,http://world.people.com.cn/n1/2016/1130/c1002-28913006.html,3
9044,美媒：卡斯特罗去世是“一个时代的结束”--国际--人民网,2016,11,28,8,25,http://world.people.com.cn/n1/2016/1128/c1002-28901130.html,7
9045,国际政要悼念卡斯特罗致敬其历史功勋--国际--人民网,2016,11,27,14,22,http://world.people.com.cn/n1/2016/1127/c1002-28900407.html,6
9046,特写：悲伤笼罩哈瓦那街头--国际--人民网,2016,11,27,14,21,http://world.people.com.cn/n1/2016/1127/c1002-28900405.html,5
9047,外媒：古巴领袖卡斯特罗去世 劳尔悲伤发表讲话--国际--人民网,2016,11,27,12,32,http://world.people.com.cn/n1/2016/1127/c1002-28900348.html,5
9048,古巴革命领袖菲德尔·卡斯特罗去世 享年90岁--国际--人民网,2016,11,27,10,39,http://world.people.com.cn/n1/2016/1127/c1002-28899626.html,6
9049,“东方的莎士比亚”享誉英伦--国际--人民网,2016,9,16,5,5,http://world.people.com.cn/n1/2016/0916/c1002-28718106.html,3
9050,中华文化艺术节在爱丁堡举行--国际--人民网,2016,8,15,16,5,http://world.people.com.cn/n1/2016/0815/c1002-28637713.html,2
9051,通讯：“雷雨”之声在英伦响起——记中国原创歌剧《雷雨》在伦敦首演--国际--人民网,2016,8,12,15,2,http://world.people.com.cn/n1/2016/0812/c1002-28632549.html,0
9052,爱丁堡艺术节：中国昆曲演绎《罗密欧与朱丽叶》--国际--人民网,2016,8,10,16,38,http://world.people.com.cn/n1/2016/0810/c1002-28626848.html,0
9053,韩美首开防务技术会议 商讨战机技术转让事宜--国际--人民网,2016,7,27,12,9,http://world.people.com.cn/n1/2016/0727/c1002-28589314.html,1
9054,韩美拟史无前例分阶段评估萨德落户地电磁波危害--国际--人民网,2016,7,18,8,42,http://world.people.com.cn/n1/2016/0718/c1002-28561986.html,4
9055,外交部领事司：2016年妥善处置领保与协助案件10万余起--国际--人民网,2017,1,25,16,39,http://world.people.com.cn/n1/2017/0125/c1002-29049444.html,6
9056,德国警方逮捕两名涉嫌准备发动袭击的男子--国际--人民网,2016,12,23,14,33,http://world.people.com.cn/n1/2016/1223/c1002-28972914.html,7
9057,美国俄克拉何马州一机场发生枪击事件致1人死亡--国际--人民网,2016,11,16,10,27,http://world.people.com.cn/n1/2016/1116/c1002-28872513.html,4
9058,一中国留学生在美遇害 并非网传的北京富二代--国际--人民网,2016,10,5,5,27,http://world.people.com.cn/n1/2016/1005/c1002-28756847.html,3
9059,马来西亚沉船涉嫌严重超载 沙巴政府全面整顿旅游市场--国际--人民网,2017,2,3,19,19,http://world.people.com.cn/n1/2017/0203/c1002-29056709.html,4
9060,马来西亚称将抓紧黄金救援时间搜救--国际--人民网,2017,2,1,3,58,http://world.people.com.cn/n1/2017/0201/c1002-29053770.html,4
9061,希望马方继续做好沉船事故搜救工作--国际--人民网,2017,1,31,5,45,http://world.people.com.cn/n1/2017/0131/c1002-29053300.html,7
9062,马来西亚将设立专门调查小组彻查沙巴沉船事件--国际--人民网,2017,2,1,23,43,http://world.people.com.cn/n1/2017/0201/c1002-29054336.html,3
9063,泰南海域游船进水下沉 22名中国游客全部脱险--国际--人民网,2017,1,5,0,46,http://world.people.com.cn/n1/2017/0105/c1002-28999345.html,2
9064,马来西亚沉船事故救援工作积极展开--国际--人民网,2017,1,31,5,45,http://world.people.com.cn/n1/2017/0131/c1002-29053301.html,2
9065,俄失事图—154飞机现场主要搜救工作结束--国际--人民网,2016,12,30,8,42,http://world.people.com.cn/n1/2016/1230/c1002-28988838.html,3
9066,两船只在马来西亚港口外发生碰撞 300吨石油泄漏--国际--人民网,2017,1,4,15,23,http://world.people.com.cn/n1/2017/0104/c1002-28998745.html,4
9067,印尼警方逮捕起火渡轮船长--国际--人民网,2017,1,3,20,58,http://world.people.com.cn/n1/2017/0103/c1002-28996260.html,2
9068,马来西亚医院火灾致６人死亡--国际--人民网,2016,10,25,16,25,http://world.people.com.cn/n1/2016/1025/c1002-28806996.html,1
9069,民调称逾八成菲律宾民众信任总统--国际--人民网,2016,12,22,16,49,http://world.people.com.cn/n1/2016/1222/c1002-28970150.html,4
9070,2016澳洲慈善信誉指数：慈善机构信任度创6年最高--国际--人民网,2016,12,2,20,1,http://world.people.com.cn/n1/2016/1202/c1002-28921657.html,0
9071,美总统候选人二度交锋 特朗普与希拉里继续互相伤害--国际--人民网,2016,10,11,8,46,http://world.people.com.cn/n1/2016/1011/c1002-28767900.html,7
9072,美国大选第二场辩论终场互赞 希拉里:他子女很棒 特朗普:她永不言弃--国际--人民网,2016,10,10,11,16,http://world.people.com.cn/n1/2016/1010/c1002-28765973.html,5
9073,外媒：特朗普称当选总统后将把希拉里送入监狱--国际--人民网,2016,10,10,10,29,http://world.people.com.cn/n1/2016/1010/c1002-28765781.html,7
9074,俄举行遇刺大使悼念活动 普京推迟记者会出席--国际--人民网,2016,12,22,23,38,http://world.people.com.cn/n1/2016/1222/c1002-28970632.html,2
9075,美谴责俄驻土耳其大使遇刺事件--国际--人民网,2016,12,20,6,39,http://world.people.com.cn/n1/2016/1220/c1002-28961715.html,4
9076,庆祝中国-东盟中心成立五周年招待会在京举行--国际--人民网,2016,11,4,16,39,http://world.people.com.cn/n1/2016/1104/c1002-28836308.html,7
9077,外交部：欢迎菲律宾总统访华 期待他早日成行--国际--人民网,2016,10,11,17,57,http://world.people.com.cn/n1/2016/1011/c1002-28769997.html,4
9078,中国—东盟统计论坛在南宁举办--国际--人民网,2016,9,13,10,43,http://world.people.com.cn/n1/2016/0913/c1002-28712699.html,3
9079,外交部回应缅北冲突升级：呼吁冲突双方保持克制--国际--人民网,2016,11,21,17,0,http://world.people.com.cn/n1/2016/1121/c1002-28885150.html,4
9080,缅甸北部缘何战事又起--国际--人民网,2016,11,21,13,39,http://world.people.com.cn/n1/2016/1121/c1002-28884478.html,3
9081,外交部发言人就缅北民地武与缅政府军发生交火答记者问--国际--人民网,2016,11,21,4,8,http://world.people.com.cn/n1/2016/1121/c1002-28882379.html,4
9082,欧盟将强化边境管控以控制难民流入--国际--人民网,2016,10,21,9,30,http://world.people.com.cn/n1/2016/1021/c1002-28797004.html,4
9083,印巴边界交火后紧张关系再升温 两国互禁播电影--国际--人民网,2016,10,3,10,13,http://world.people.com.cn/n1/2016/1003/c1002-28755839.html,0
9084,“杭州共识”有助应对全球挑战（国际论坛）--国际--人民网,2016,9,26,3,44,http://world.people.com.cn/n1/2016/0926/c1002-28739083.html,8
9085,习近平对二十国集团领导人杭州峰会总结表彰工作作出重要指示--国际--人民网,2016,9,21,8,21,http://world.people.com.cn/n1/2016/0921/c1002-28728887.html,8
9086,外媒：尼斯一突尼斯裔居民被疑为肇事司机 奥朗德向国民发表讲话--国际--人民网,2016,7,15,9,44,http://world.people.com.cn/n1/2016/0715/c1002-28557292.html,0
9087,法国尼斯恐袭：撞人卡车内部发现手榴弹等武器--国际--人民网,2016,7,15,8,8,http://world.people.com.cn/n1/2016/0715/c1002-28555916.html,0
9088,美国得州一所高中发生枪击事件--国际--人民网,2016,9,10,4,11,http://world.people.com.cn/n1/2016/0910/c1002-28705612.html,3
9089,警察屡遭枪杀美国种族矛盾持续升级--国际--人民网,2016,7,19,8,50,http://world.people.com.cn/n1/2016/0719/c1002-28565483.html,5
9090,土耳其发生枪击案 一少年开枪打死3名警察--国际--人民网,2016,7,12,15,0,http://world.people.com.cn/n1/2016/0712/c1002-28547852.html,1
9091,危地马拉一少年玩“抓精灵”手机游戏时遭射杀--国际--人民网,2016,7,20,9,51,http://world.people.com.cn/n1/2016/0720/c1002-28569518.html,2
9092,Pokemon Go火爆催生商机 澳司机带客抓小精灵赚钱--国际--人民网,2016,7,12,16,8,http://world.people.com.cn/n1/2016/0712/c1002-28548118.html,0
9093,美国少年动起歪脑筋 持枪恐吓Pokemon GO玩家--国际--人民网,2016,7,12,15,29,http://world.people.com.cn/n1/2016/0712/c1002-28547950.html,0
9094,美司法部调查路易斯安那州警察枪杀非洲裔男子事件--国际--人民网,2016,7,7,8,23,http://world.people.com.cn/n1/2016/0707/c1002-28531822.html,0
9095,中国不会任由域外势力搅乱南海（望海楼）--国际--人民网,2016,9,19,6,18,http://world.people.com.cn/n1/2016/0919/c1002-28722383.html,3
9096,中国南海网上线 为国内外了解南海问题提供可靠平台--国际--人民网,2016,8,4,8,23,http://world.people.com.cn/n1/2016/0804/c1002-28609710.html,4
9097,中方敦促日本停止对华无端指责--国际--人民网,2016,8,3,4,22,http://world.people.com.cn/n1/2016/0803/c1002-28605696.html,0
9098,外交部回应日媒涉南海言论：望其冷静 认真反思--国际--人民网,2016,7,28,20,56,http://world.people.com.cn/n1/2016/0728/c1002-28593166.html,5
9099,巴基斯坦潜艇首次从水下发射导弹成功（组图）--国际--人民网,2017,1,10,9,5,http://world.people.com.cn/n1/2017/0110/c1002-29011544.html,6
9100,俄高超音速飞行器 首次试飞成功--国际--人民网,2016,10,31,16,7,http://world.people.com.cn/n1/2016/1031/c1002-28822337.html,0
9101,安理会谴责朝鲜再次试射弹道导弹--国际--人民网,2016,10,18,8,27,http://world.people.com.cn/n1/2016/1018/c1002-28786572.html,7
9102,叙停火协议：值得期待却不容乐观--国际--人民网,2016,9,16,4,47,http://world.people.com.cn/n1/2016/0916/c1002-28718076.html,5
9103,叙利亚要求土耳其立即从叙撤出军队--国际--人民网,2016,11,27,10,37,http://world.people.com.cn/n1/2016/1127/c1002-28899606.html,0
9104,阿富汗军方一直升机坠毁　塔利班宣称击落--国际--人民网,2016,10,9,15,3,http://world.people.com.cn/n1/2016/1009/c1002-28763232.html,2
9105,白宫说无迹象显示朝鲜核能力发生变化--国际--人民网,2017,1,4,14,31,http://world.people.com.cn/n1/2017/0104/c1002-28998594.html,2
9106,韩政府谴责朝试射潜射导弹：只会使其走自灭之路--国际--人民网,2016,8,24,16,6,http://world.people.com.cn/n1/2016/0824/c1002-28663017.html,2
9107,日本拟造300公里射程导弹 用于“防卫离岛”--国际--人民网,2016,8,16,8,2,http://world.people.com.cn/n1/2016/0816/c1002-28638540.html,0
9108,伊朗回应北约指责：伊导弹项目不会携带核弹头--国际--人民网,2016,7,12,8,49,http://world.people.com.cn/n1/2016/0712/c1002-28546408.html,2
9109,也门决定发行新货币应对经济危机--国际--人民网,2016,9,26,10,55,http://world.people.com.cn/n1/2016/0926/c1002-28740853.html,0
9110,俄罗斯海军地中海实弹军演 最新导弹舰现身--国际--人民网,2016,8,16,8,41,http://world.people.com.cn/n1/2016/0816/c1002-28639067.html,0
9111,也门胡塞武装宣布成立“总统委员会” 和谈暂停--国际--人民网,2016,8,8,10,41,http://world.people.com.cn/n1/2016/0808/c1002-28619370.html,0
9112,俄罗斯提速战略导弹更新换代--国际--人民网,2016,11,2,11,50,http://world.people.com.cn/n1/2016/1102/c1002-28828757.html,1
9113,俄罗斯马克耶夫火箭设计局公开“最强洲际核导弹”--国际--人民网,2016,10,31,21,34,http://world.people.com.cn/n1/2016/1031/c1002-28822720.html,2
9114,澳媒热议中国神舟十一号载人飞船发射成功--国际--人民网,2016,10,17,16,47,http://world.people.com.cn/n1/2016/1017/c1002-28785476.html,0
9115,外交部回应朝鲜核试：强烈敦促朝方信守无核化承诺--国际--人民网,2016,9,9,18,29,http://world.people.com.cn/n1/2016/0909/c1002-28705323.html,5
9116,G20峰会财金成果大剧透：两项政策共识望写入公报--国际--人民网,2016,9,3,11,3,http://world.people.com.cn/n1/2016/0903/c1002-28688845.html,4
9117,外交部发言人：对人权问题中国有足够的底气和自信--国际--人民网,2016,8,31,19,7,http://world.people.com.cn/n1/2016/0831/c1002-28681287.html,8
9118,外交部发言人就日、美、澳涉南海、东海问题声明答记者问--国际--人民网,2016,7,27,23,39,http://world.people.com.cn/n1/2016/0727/c1002-28590422.html,6
9119,多国公开支持中方南海问题立场 外交部发言人：公道自在人心--国际--人民网,2016,7,5,19,47,http://world.people.com.cn/n1/2016/0705/c1002-28527037.html,0
9120,杨洁篪会见美国阿肯色州州长--国际--人民网,2016,10,20,3,35,http://world.people.com.cn/n1/2016/1020/c1002-28792241.html,3
9121,中国驻巴基斯坦使馆隆重举行国庆67周年招待会--国际--人民网,2016,9,28,9,43,http://world.people.com.cn/n1/2016/0928/c1002-28746637.html,4
9122,杨洁篪会见埃及总统安全事务顾问纳佳--国际--人民网,2016,9,28,3,35,http://world.people.com.cn/n1/2016/0928/c1002-28745131.html,6
9123,中国出席联合国纪念《发展权利宣言》通过30周年高级别会议--国际--人民网,2016,9,23,9,55,http://world.people.com.cn/n1/2016/0923/c1002-28735865.html,8
9124,飓风“马修”重创美国致27死 百万居民家中仍断电--国际--人民网,2016,10,12,8,24,http://world.people.com.cn/n1/2016/1012/c1002-28771114.html,1
9125,“克林顿基金会”筹款支援海地救灾 网友：想再次趁火打劫？--国际--人民网,2016,10,11,12,59,http://world.people.com.cn/n1/2016/1011/c1002-28769201.html,5
9126,强飓风“马修”袭过 海地恐迎霍乱疫情--国际--人民网,2016,10,11,8,47,http://world.people.com.cn/n1/2016/1011/c1002-28767916.html,2
9127,飓风“马修”威力减弱但仍危险 已致全美17人死--国际--人民网,2016,10,10,10,5,http://world.people.com.cn/n1/2016/1010/c1002-28765676.html,0
9128,联合国机构：海地飓风死亡人数升至336人--国际--人民网,2016,10,9,18,50,http://world.people.com.cn/n1/2016/1009/c1002-28763684.html,0
